OBJECTID,FID_J26E9A6B5ECFE4F988DA8AC7353,GEOID10,,CT10,Fips1,Fips,City,treecanopy,CTBG10,AreaSqMil,LABEL,FIP10,FIP10RV,CDP_NAME,CITYNAME,Common Name,,Shape__Area,Shape__Length,TC_E_A,TC_Pv_A,TC_Land_A,TC_Pi_A,TC_P_A,TC_Pv_P,TC_P_P,TC_Pi_P,FID_L7City_Boundary,CITY,AnalysisArea
2619,5637,60372087201,6037,208720,6037208720,06037208720,Westlake,13.51560334,2087201,0.0346,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Westlake,5922,130819.7031,1596.062988,130275,58893.75,963885.9375,233859.375,292753.125,6.11003312,30.37217513,24.26214201,1,IN,0.03457598
2620,5638,60372087202,6037,208720,6037208720,06037208720,Westlake,13.12213263,2087202,0.029,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Westlake,5923,109821.5625,1393.914339,106185.9375,25678.125,809212.5,260423.4375,286101.5625,3.17322397,35.35555401,32.18233004,1,IN,0.0290284
2621,5639,60372093002,6037,209300,6037209300,06037209300,Westlake,12.24691233,2093002,0.0598,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Westlake,5924,226157.207,2041.622048,204145.3125,143437.5,1666912.5,355964.0625,499401.5625,8.60498077,29.9596747,21.35469393,1,IN,0.05979402
2622,5640,60372087101,6037,208710,6037208710,06037208710,Westlake,13.87387387,2087101,0.0658,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Westlake,5925,248911.3672,2082.166116,254460.9375,138642.1875,1834101.563,358185.9375,496828.125,7.5591336,27.08836496,19.52923136,1,IN,0.06578572
2623,5641,60372086201,6037,208620,6037208620,06037208620,Westlake,12.93930733,2086201,0.0552,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Westlake,5926,209061.1641,1841.007708,199279.6875,112921.875,1540110.938,480600,593521.875,7.3320611,38.53760535,31.20554424,1,IN,0.05524625
2624,5642,60372086202,6037,208620,6037208620,06037208620,Westlake,9.15127827,2086202,0.0253,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Westlake,5927,95713.48438,1361.951492,64532.8125,51764.0625,705178.125,147698.4375,199462.5,7.34056555,28.28540661,20.94484106,1,IN,0.02529455
2625,5643,60372086102,6037,208610,6037208610,06037208610,Westlake,11.84527979,2086102,0.0518,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Westlake,5928,196075.4883,1861.923975,171225,101910.9375,1445512.5,361279.6875,463190.625,7.05015955,32.04334968,24.99319013,1,IN,0.05181609
2626,5644,60372086101,6037,208610,6037208610,06037208610,Westlake,14.1168142,2086101,0.0834,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Westlake,5929,315510.1445,2263.702029,328092.1875,201600,2324123.438,665367.1875,866967.1875,8.67423807,37.30297511,28.62873704,1,IN,0.08337246
2627,5645,60372089022,6037,208902,6037208902,06037208902,Westlake,8.85931976,2089022,0.0368,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Westlake,5930,139233.5508,1533.558709,90914.0625,19884.375,1026196.875,485873.4375,505757.8125,1.93767643,49.28467673,47.3470003,1,IN,0.03680696
2628,5646,60372063002,6037,206300,6037206300,06037206300,Downtown,5.60902848,2063002,0.0179,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Downtown,5931,67786.46875,1329.094255,28026.5625,27281.25,499668.75,87989.0625,115270.3125,5.45986716,23.06934594,17.60947878,1,IN,0.01792519
2629,5647,60371881003,6037,188100,6037188100,06037188100,Atwater Village,21.26637642,1881003,0.1011,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - Atwater Village,5932,382987.3906,3307.632046,598978.125,456440.625,2816550,633529.6875,1089970.313,16.20566384,38.69877377,22.49310992,1,IN,0.10105609
2630,5648,60372074001,6037,207400,6037207400,06037207400,Downtown,14.17949808,2074001,0.3357,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Downtown,5933,1269816.191,5588.749577,1326979.688,1226671.875,9358439.063,2061182.813,3287854.688,13.10765467,35.13251158,22.02485691,1,IN,0.33568261
2631,5658,60372737002,6037,273700,6037273700,06037273700,Venice,27.46211207,2737002,0.0731,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Venice,5943,276233.4063,2131.042018,559842.1875,344348.4375,2038598.438,218165.625,562514.0625,16.89143046,27.59317638,10.70174591,1,IN,0.07312343
2632,5659,60372733002,6037,273300,6037273300,06037273300,Venice,22.289078,2733002,0.0386,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Venice,5944,145975.832,1716.609279,240145.3125,160031.25,1077412.5,173812.5,333843.75,14.85329435,30.98569489,16.13240054,1,IN,0.0386444
2633,5660,60372733003,6037,273300,6037273300,06037273300,Venice,22.26384166,2733003,0.0702,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - Venice,5945,265027.75,2284.546516,435473.4375,273810.9375,1955967.188,289335.9375,563146.875,13.99874902,28.79122301,14.79247399,1,IN,0.0701645
2634,5661,60372736001,6037,273600,6037273600,06037273600,Venice,24.83554575,2736001,0.0512,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Venice,5946,193489.625,1845.050319,354656.25,233282.8125,1428018.75,161535.9375,394818.75,16.33611691,27.64800882,11.31189191,1,IN,0.05122414
2635,5662,60372738002,6037,273800,6037273800,06037273800,Venice,28.85913213,2738002,0.0661,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Venice,5947,249571.1875,2408.192782,531590.625,358509.375,1842018.75,184570.3125,543079.6875,19.46285156,29.48285339,10.02000183,1,IN,0.06607544
2636,5663,60372737003,6037,273700,6037273700,06037273700,Venice,24.73361613,2737003,0.1048,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - Venice,5948,395743.9492,2799.392914,722376.5625,544710.9375,2920626.563,392723.4375,937434.375,18.65048221,32.09702969,13.44654748,1,IN,0.1047599
2637,5664,60372431003,6037,243100,6037243100,06037243100,Watts,10.46867692,2431003,0.0572,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - Watts,5949,215624.1914,2312.805489,166823.4375,334307.8125,1593548.438,469096.875,803404.6875,20.97882968,50.41608203,29.43725236,1,IN,0.05716747
2638,5665,60372611022,6037,261102,6037261102,06037261102,Beverly Crest,53.70109957,2611022,2.1322,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Beverly Crest,5950,8076585.469,16741.99723,31920398.44,16164098.44,59440865.63,3894187.5,20058285.94,27.19357847,33.74494252,6.55136405,1,IN,2.13222159
2639,5666,60372611012,6037,261101,6037261101,06037261101,Beverly Crest,52.4415315,2611012,1.7786,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Beverly Crest,5951,6737073.395,16752.70016,25938801.56,16118803.13,49462326.56,3098432.813,19217235.94,32.58804073,38.85226853,6.2642278,1,IN,1.61365833
2640,5667,60372611011,6037,261101,6037261101,06037261101,Beverly Crest,53.83552003,2611011,0.8035,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Beverly Crest,5952,3043952.711,10229.77241,12059142.19,5119889.063,22399973.44,1452389.063,6572278.125,22.8566747,29.34056214,6.48388743,1,IN,0.8035211
2641,5668,60372913001,6037,291300,6037291300,06037291300,Harbor Gateway,13.29658861,2913001,0.1547,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Harbor Gateway,5953,582346.5742,4756.462121,573328.125,913682.8125,4311843.75,969314.0625,1882996.875,21.1900724,43.67034114,22.48026874,1,IN,0.15464659
2642,5669,60372431001,6037,243100,6037243100,06037243100,Watts,15.06652131,2431001,0.1069,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Watts,5954,403144.6719,3014.885926,448931.25,420553.125,2979660.938,835860.9375,1256414.063,14.11412687,42.16634338,28.05221651,1,IN,0.10687468
2643,5670,60372431002,6037,243100,6037243100,06037243100,Watts,13.98664592,2431002,0.0703,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Watts,5955,265260.7852,2473.639365,274246.875,467620.3125,1960776.563,519581.25,987201.5625,23.84873021,50.34747872,26.4987485,1,IN,0.070327
2644,5671,60372430003,6037,243000,6037243000,06037243000,Watts,15.95651758,2430003,0.0791,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - Watts,5956,298511.8125,2184.613737,351942.1875,195103.125,2205632.813,804234.375,999337.5,8.84567567,45.30842552,36.46274985,1,IN,0.07911841
2645,5672,60372430001,6037,243000,6037243000,06037243000,Watts,15.66110485,2430001,0.0747,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Watts,5957,281729.4609,2832.749508,326151.5625,454921.875,2082557.813,466762.5,921684.375,21.84438157,44.25732479,22.41294322,1,IN,0.07467786
2646,5673,60372427002,6037,242700,6037242700,06037242700,Watts,10.63751714,2427002,0.0523,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Watts,5958,197255.7891,2385.54962,154912.5,282473.4375,1456284.375,392610.9375,675084.375,19.39685973,46.35663107,26.95977134,1,IN,0.05229206
2647,5674,60372427004,6037,242700,6037242700,06037242700,Watts,11.65515519,2427004,0.0868,BG 4,44000,44000,Los Angeles,Los Angeles,LA City - Watts,5959,327567.375,2832.680008,282150,472753.125,2420817.188,780623.4375,1253376.563,19.52865865,51.77493654,32.24627789,1,IN,0.08684096
2648,5675,60372427005,6037,242700,6037242700,06037242700,Watts,13.12497753,2427005,0.1123,BG 5,44000,44000,Los Angeles,Los Angeles,LA City - Watts,5960,423565.0313,3071.914248,410793.75,592340.625,3129862.5,1049892.188,1642232.813,18.925452,52.46980698,33.54435498,1,IN,0.11227568
2649,5676,60372426001,6037,242600,6037242600,06037242600,Watts,10.66728459,2426001,0.0686,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Watts,5961,258647.1211,2424.379973,203920.3125,505110.9375,1911642.188,526950,1032060.938,26.42288085,53.98818588,27.56530503,1,IN,0.06856888
2650,5677,60372426003,6037,242600,6037242600,06037242600,Watts,9.60447596,2426003,0.0455,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - Watts,5962,171767.1875,1883.134056,121907.8125,333871.875,1269281.25,324900,658771.875,26.30401064,51.90117439,25.59716375,1,IN,0.04553892
2651,5678,60372430002,6037,243000,6037243000,06037243000,Watts,17.26190476,2430002,0.055,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Watts,5963,207515.1289,2287.137828,264670.3125,179746.875,1533262.5,468956.25,648703.125,11.72316384,42.30868002,30.58551618,1,IN,0.05500636
2652,5679,60372427001,6037,242700,6037242700,06037242700,Watts,13.80367245,2427001,0.0725,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Watts,5964,273632.9375,2212.785368,279295.3125,446990.625,2023340.625,489909.375,936900,22.09171404,46.30461072,24.21289668,1,IN,0.07253119
2653,5683,60371232061,6037,123206,6037123206,06037123206,North Hollywood,9.67400068,1232061,0.2327,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - North Hollywood,5968,883332.0117,3789.112787,627707.8125,551882.8125,6488606.25,2433825,2985707.813,8.50541382,46.01462467,37.50921086,1,IN,0.23275976
2654,5696,60375409011,6037,540901,6037540901,06037540901,Willowbrook,13.32371988,5409011,0.1148,BG 1,85614,99037,Willowbrook,Unincorporated,LA County - Willowbrook,5981,432693.6445,2762.756666,426178.125,779343.75,3198642.188,852778.125,1632121.875,24.36483058,51.02545953,26.66062895,1,IN,3.80E-07
2655,5698,60375409013,6037,540901,6037540901,06037540901,Willowbrook,11.9786507,5409013,0.1156,BG 3,85614,99037,Willowbrook,Unincorporated,LA County - Willowbrook,5983,435834.0195,2807.789491,385987.5,972084.375,3222295.313,537300,1509384.375,30.16745148,46.84190084,16.67444936,1,IN,5.70E-07
2656,5703,60375407001,6037,540700,6037540700,06037540700,Willowbrook,13.55464307,5407001,0.1091,BG 1,85614,99037,Willowbrook,Unincorporated,LA County - Willowbrook,5988,411362.3438,2860.136801,412214.0625,871439.0625,3041128.125,682579.6875,1554018.75,28.6551249,51.10007491,22.44495001,1,IN,0.00141653
2657,5704,60375407002,6037,540700,6037540700,06037540700,Willowbrook,12.77429709,5407002,0.2778,BG 2,85614,99037,Willowbrook,Unincorporated,LA County - Willowbrook,5989,1047603.914,4186.989561,989479.6875,1804935.938,7745864.063,1881140.625,3686076.563,23.30193149,47.58767431,24.28574281,1,IN,0.00186928
2658,5705,60375409012,6037,540901,6037540901,06037540901,Willowbrook,13.1111749,5409012,0.116,BG 2,85614,99037,Willowbrook,Unincorporated,LA County - Willowbrook,5990,437355.2617,2809.156916,423928.125,932287.5,3233334.375,671442.1875,1603729.688,28.83362473,49.59987126,20.76624653,1,IN,4.70E-07
2659,5709,60376008011,6037,600801,6037600801,06037600801,Inglewood,16.46914842,6008011,0.0898,BG 1,36546,36546,Inglewood,Inglewood,City of Inglewood,5994,339064.8555,2566.46318,412537.5,667364.0625,2504910.938,475396.875,1142760.938,26.64222717,45.6208211,18.97859392,1,IN,0.00189977
2660,5718,60376016003,6037,601600,6037601600,06037601600,Lennox,10.7089312,6016003,0.2146,BG 3,41180,99037,Lennox,Unincorporated,LA County - Lennox,6003,809383.4648,3887.022173,640842.1875,1311046.875,5984184.375,1165035.938,2476082.813,21.90853077,41.37711436,19.46858359,1,IN,1.98E-06
2661,5748,60377004004,6037,700400,6037700400,06037700400,West Hollywood,24.6261888,7004004,0.173,BG 4,84410,84410,West Hollywood,West Hollywood,City of West Hollywood,6033,654680.5039,3937.747907,1187437.5,371306.25,4821848.438,876445.3125,1247751.563,7.70049608,25.87703821,18.17654213,1,IN,4.19E-06
2662,5749,60371081041,6037,108104,6037108104,06037108104,Porter Ranch,25.78049988,1081041,0.3189,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Porter Ranch,6034,1213212.105,5450.282518,2291934.375,1933087.5,8890185.938,1626018.75,3559106.25,21.74406153,40.03410362,18.29004209,1,IN,0.31892498
2663,5750,60377007001,6037,700700,6037700700,06037700700,Beverly Hills,50.05329787,7007001,0.5389,BG 1,6308,6308,Beverly Hills,Beverly Hills,City of Beverly Hills,6035,2040350.383,6346.958777,7521060.938,2379318.75,15026104.69,1729307.813,4108626.563,15.8345679,27.34325794,11.50869003,1,IN,0.00104422
2664,5752,60371397014,6037,139701,6037139701,06037139701,Encino,39.04604792,1397014,0.3348,BG 4,44000,44000,Los Angeles,Los Angeles,LA City - Encino,6037,1269493.059,5669.268728,3644634.375,2679187.5,9334195.313,665507.8125,3344695.313,28.7029295,35.83271188,7.12978238,1,IN,0.33485347
2665,5753,60371397013,6037,139701,6037139701,06037139701,Encino,38.87266044,1397013,0.3096,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - Encino,6038,1174082.477,6598.206902,3340378.125,2304421.875,8593129.688,879004.6875,3183426.563,26.81702661,37.04618315,10.22915654,1,IN,0.30963887
2666,5754,60371392002,6037,139200,6037139200,06037139200,Encino,19.95280651,1392002,0.1005,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Encino,6039,381316.0547,2753.120829,558871.875,788737.5,2800968.75,340860.9375,1129598.438,28.15945376,40.32884828,12.16939452,1,IN,0.10052228
2667,5755,60371392003,6037,139200,6037139200,06037139200,Encino,17.81510096,1392003,0.2094,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - Encino,6040,794383.4023,5152.926563,1040259.375,889650,5839200,1098056.25,1987706.25,15.23581998,34.04072904,18.80490906,1,IN,0.20941636
2668,5756,60371393021,6037,139302,6037139302,06037139302,Tarzana,13.51810825,1393021,0.0656,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Tarzana,6041,248742.7695,2329.128719,247120.3125,46560.9375,1828068.75,684084.375,730645.3125,2.54700145,39.96815287,37.42115142,1,IN,0.06556781
2669,5757,60371375023,6037,137502,6037137502,06037137502,Woodland Hills,30.65761934,1375023,0.3246,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - Woodland Hills,6042,1231205.75,5490.888699,2774615.625,2846685.938,9050329.688,699314.0625,3546000,31.45394738,39.1808931,7.72694572,1,IN,0.3246619
2670,5758,60371380003,6037,138000,6037138000,06037138000,Woodland Hills,34.89944217,1380003,0.2898,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - Woodland Hills,6043,1098796.52,6032.307798,2819714.063,2436454.688,8079539.063,389939.0625,2826393.75,30.15586247,34.98211628,4.82625382,1,IN,0.2898199
2671,5759,60371380002,6037,138000,6037138000,06037138000,Woodland Hills,33.83589832,1380002,0.3033,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Woodland Hills,6044,1149829.203,7461.285162,2858006.25,3935221.875,8446668.75,317770.3125,4252992.188,46.58903991,50.35111845,3.76207854,1,IN,0.30327718
2672,5760,60371413022,6037,141302,6037141302,06037141302,Sherman Oaks,24.84680056,1413022,0.108,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Sherman Oaks,6045,409471.6797,2679.43775,748082.8125,718790.625,3010781.25,293526.5625,1012317.188,23.87389071,33.62307333,9.74918262,1,IN,0.10799256
2673,5761,60371397011,6037,139701,6037139701,06037139701,Encino,24.65967734,1397011,0.1673,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Encino,6046,634588.7188,3594.875923,1150410.938,1110065.625,4665150,548057.8125,1658123.438,23.79485386,35.54276792,11.74791405,1,IN,0.16734671
2674,5785,60371060201,6037,106020,6037106020,06037106020,Sylmar,19.33838164,1060201,0.3685,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Sylmar,6075,1402694.734,4761.979522,1986679.688,3543440.625,10273246.88,2033620.313,5577060.938,34.49192517,54.28722784,19.79530267,1,IN,0.36853913
2675,5786,60372140001,6037,214000,6037214000,06037214000,Fairfax,18.24719499,2140001,0.074,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Fairfax,6076,280029.9219,2118.667927,376439.0625,330032.8125,2062996.875,424139.0625,754171.875,15.99773691,36.55710215,20.55936524,1,IN,0.07398859
2676,5796,60372963002,6037,296300,6037296300,06037296300,San Pedro,26.0979257,2963002,0.1812,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - San Pedro,6086,680435.0625,5774.644328,1317937.5,856364.0625,5049970.313,715907.8125,1572271.875,16.9578039,31.13427956,14.17647567,1,IN,0.18110377
2677,5797,60372671001,6037,267100,6037267100,06037267100,West LA,19.44160769,2671001,0.0845,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - West LA,6087,319481.1445,2647.721614,457790.625,200629.6875,2354695.313,354937.5,555567.1875,8.52040969,23.59401595,15.07360626,1,IN,0.08446375
2678,5798,60372653032,6037,265303,6037265303,06037265303,Westwood,24.40745031,2653032,0.0388,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Westwood,6088,146663.2461,1587.629547,263700,104639.0625,1080407.813,135731.25,240370.3125,9.68514493,22.24810944,12.56296451,1,IN,0.03876166
2679,5799,60372654202,6037,265420,6037265420,06037265420,Westwood,32.04245299,2654202,0.1309,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Westwood,6089,495291.1797,3791.897019,1169240.625,557043.75,3649035.938,380053.125,937096.875,15.26550463,25.68066994,10.41516531,1,IN,0.13086666
2680,5800,60372653041,6037,265304,6037265304,06037265304,Westwood,21.11666467,2653041,0.0337,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Westwood,6090,127614.6797,1805.931374,198435.9375,64125,939712.5,163982.8125,228107.8125,6.82389561,24.27421286,17.45031725,1,IN,0.03372559
2681,5801,60372657001,6037,265700,6037265700,06037265700,Westwood,21.86413682,2657001,0.0868,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Westwood,6091,328329.4883,3075.909824,528918.75,332128.125,2419115.625,340270.3125,672398.4375,13.72931999,27.795217,14.06589702,1,IN,0.08677804
2682,5802,60372653051,6037,265305,6037265305,06037265305,Westwood,16.28636287,2653051,0.12,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Westwood,6092,454018.1797,3685.044968,544809.375,259031.25,3345187.5,780370.3125,1039401.563,7.74340003,31.07154868,23.32814865,1,IN,0.12000269
2683,5803,60372651002,6037,265100,6037265100,06037265100,Westwood,36.46183328,2651002,0.7673,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Westwood,6093,2903781.855,8536.641764,7799639.063,9003501.563,21391242.19,1770229.688,10773731.25,42.08966213,50.36515017,8.27548803,1,IN,0.76704578
2684,5804,60372654201,6037,265420,6037265420,06037265420,Westwood,35.12442722,2654201,0.1513,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Westwood,6094,572389.457,4742.481936,1481090.625,739743.75,4216696.875,403537.5,1143281.25,17.54320436,27.11319509,9.56999073,1,IN,0.15125669
2685,5805,60372653031,6037,265303,6037265303,06037265303,Westwood,22.16342199,2653031,0.0184,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Westwood,6095,69555.82031,1048.779369,113667.1875,36984.375,512859.375,68287.5,105271.875,7.21140664,20.5264601,13.31505347,1,IN,0.01838162
2686,5806,60372063001,6037,206300,6037206300,06037206300,Downtown,3.73443111,2063001,0.1679,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Downtown,6096,634795.9727,3913.262732,174768.75,112725,4679929.688,1731698.438,1844423.438,2.40869003,39.41134933,37.00265929,1,IN,0.16787298
2687,5807,60372077101,6037,207710,6037207710,06037207710,Downtown,8.5865654,2077101,0.4253,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Downtown,6097,1608517.672,6342.577213,1018110.938,723768.75,11857021.88,2575504.688,3299273.438,6.10413608,27.82548158,21.7213455,1,IN,0.42530868
2688,5808,60372060102,6037,206010,6037206010,06037206010,Silverlake,2.56289113,2060102,0.1217,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Silverlake,6098,460528.6016,3264.715177,86962.5,353053.125,3393140.625,1633303.125,1986356.25,10.40490696,58.54034564,48.13543868,1,IN,0.12171926
2689,5809,60372080001,6037,208000,6037208000,06037208000,Westlake,11.88958508,2080001,0.2509,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Westlake,6099,949361.6406,6604.282542,831754.6875,1442531.25,6995657.813,2001993.75,3444525,20.62038037,49.23804297,28.61766261,1,IN,0.25093602
2690,5810,60372060201,6037,206020,6037206020,06037206020,Wholesale,4.58513832,2060201,0.3363,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Wholesale,6100,1272359.684,4431.626989,426585.9375,287423.4375,9303665.625,3818278.125,4105701.563,3.08935692,44.12993467,41.04057776,1,IN,0.33634098
2691,5811,60372063003,6037,206300,6037206300,06037206300,Downtown,8.40125392,2063003,0.0523,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - Downtown,6101,197762.2539,1821.097929,122484.375,64617.1875,1457929.688,347357.8125,411975,4.4321196,28.25753557,23.82541596,1,IN,0.05229429
2692,5812,60372079001,6037,207900,6037207900,06037207900,Downtown,4.7745336,2079001,0.2419,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Downtown,6102,914841.0391,4073.178062,322031.25,218939.0625,6744768.75,1672017.188,1890956.25,3.24605736,28.03589448,24.78983712,1,IN,0.24193412
2693,5813,60372079002,6037,207900,6037207900,06037207900,Downtown,9.85081539,2079002,0.1067,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Downtown,6103,403672.6641,2828.710301,293146.875,206395.3125,2975864.063,1010376.563,1216771.875,6.93564317,40.88801939,33.95237623,1,IN,0.10674615
2694,5814,60372062002,6037,206200,6037206200,06037206200,Downtown,6.40639462,2062002,0.1842,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Downtown,6104,696692.3867,4168.331293,328992.1875,210768.75,5135371.875,1378842.188,1589610.938,4.10425486,30.95415437,26.8498995,1,IN,0.18421123
2695,5815,60372062001,6037,206200,6037206200,06037206200,Downtown,1.49501234,2062001,0.0392,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Downtown,6105,148407.4727,1527.902071,16354.6875,25875,1093950,194793.75,220668.75,2.36528178,20.17174002,17.80645825,1,IN,0.03924122
2696,5816,60372060501,6037,206050,6037206050,06037206050,Wholesale,6.44177285,2060501,0.6716,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Wholesale,6106,2539210.207,9385.805714,1170942.188,1748278.125,18177328.13,6193743.75,7942021.875,9.61790486,43.69191017,34.07400531,1,IN,0.67163032
2697,5826,60372423003,6037,242300,6037242300,06037242300,Watts,15.1547533,2423003,0.0656,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - Watts,6116,247544.5156,2188.719058,277214.0625,363318.75,1829221.875,414520.3125,777839.0625,19.861929,42.52294777,22.66101877,1,IN,0.06560728
2698,5827,60372427003,6037,242700,6037242700,06037242700,Watts,13.25189641,2427003,0.068,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - Watts,6117,256621,2259.898993,251564.0625,474989.0625,1898325,482737.5,957726.5625,25.02148275,50.45113785,25.42965509,1,IN,0.06803722
2699,5828,60372423002,6037,242300,6037242300,06037242300,Watts,16.02594455,2423002,0.0672,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Watts,6118,253427.3789,2548.84874,299854.6875,221892.1875,1871057.813,605348.4375,827240.625,11.85918393,44.21245669,32.35327276,1,IN,0.06716647
2700,5829,60372422004,6037,242200,6037242200,06037242200,Watts,17.77157791,2422004,0.0599,BG 4,44000,44000,Los Angeles,Los Angeles,LA City - Watts,6119,226110.2813,3238.282209,297393.75,189956.25,1673423.438,488910.9375,678867.1875,11.35135589,40.56756779,29.2162119,1,IN,0.0599242
2701,5830,60372422003,6037,242200,6037242200,06037242200,Watts,17.94651299,2422003,0.1179,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - Watts,6120,444862.8516,3443.734412,589893.75,355500,3286954.688,1096425,1451925,10.81548223,44.17234608,33.35686385,1,IN,0.11789611
2702,5831,60372426002,6037,242600,6037242600,06037242600,Watts,7.56830383,2426002,0.0697,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Watts,6121,262796.9883,2898.054421,146896.875,567239.0625,1940948.438,529860.9375,1097100,29.22483934,56.52391268,27.29907334,1,IN,0.06967442
2703,5832,60371816001,6037,181600,6037181600,06037181600,Eagle Rock/Glassell,29.68379733,1816001,0.3483,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Eagle Rock/Glassell,6122,1319696.277,7373.241775,2881842.188,3018107.813,9708468.75,1709493.75,4727601.563,31.08737217,48.69564588,17.6082737,1,IN,0.34827241
2704,5833,60372420001,6037,242000,6037242000,06037242000,Watts,15.51801136,2420001,0.087,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Watts,6123,328029.168,2287.516767,376256.25,743175,2424642.188,418204.6875,1161379.688,30.65091434,47.89901345,17.24809911,1,IN,0.08510381
2705,5834,60372420003,6037,242000,6037242000,06037242000,Watts,14.64903753,2420003,0.0519,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - Watts,6124,195668.3711,1849.218503,211893.75,402567.1875,1446468.75,352012.5,754579.6875,27.83103247,52.16702314,24.33599067,1,IN,0.05186459
2706,5835,60372422002,6037,242200,6037242200,06037242200,Watts,16.44705279,2422002,0.0452,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Watts,6125,170620.4688,1862.456169,207295.3125,135731.25,1260379.688,422043.75,557775,10.76907628,44.25452152,33.48544523,1,IN,0.04522043
2707,5836,60372420002,6037,242000,6037242000,06037242000,Watts,14.69762787,2420002,0.1109,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Watts,6126,418320.1094,2690.527147,454387.5,680793.75,3091570.313,864928.125,1545721.875,22.02096932,49.9979531,27.97698378,1,IN,0.11089175
